doi	title	publisher	publicationYear
10.25505/fiz.icsd.cc2f7fw0	CSD 2241482: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc28jfhr	CSD 2101164: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc28y109	CSD 2113270: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fql92	CSD 2256034: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fql81	CSD 2256033: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq16f	CSD 2255504: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq17g	CSD 2255505: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq15d	CSD 2255503: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq14c	CSD 2255502: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq13b	CSD 2255501: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq118	CSD 2255499: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq129	CSD 2255500: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fq107	CSD 2255498: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2fprws	CSD 2255246: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2fprvr	CSD 2255245: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2fprtq	CSD 2255244: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fpm70	CSD 2255102: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fpk2s	CSD 2255035: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fpz7c	CSD 2255443: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fpz59	CSD 2255441: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fpz6b	CSD 2255442: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fpz48	CSD 2255440: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fpd9v	CSD 2254887: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1kr	CSD 2254554: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1ls	CSD 2254555: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1jq	CSD 2254553: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1gn	CSD 2254551: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1hp	CSD 2254552: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1fm	CSD 2254550: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1dl	CSD 2254549: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1ck	CSD 2254548: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp1bj	CSD 2254547: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fp19h	CSD 2254546: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnt31	CSD 2254323: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnt20	CSD 2254322: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnt1z	CSD 2254321: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnx23	CSD 2254415: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnt0y	CSD 2254320: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnsfb	CSD 2254302: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fns52	CSD 2254294: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fns2z	CSD 2254291: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnnf6	CSD 2254178: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnhf1	CSD 2254023: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2fnhd0	CSD 2254022: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fnhcz	CSD 2254021: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fjxpl	CSD 2250590: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2fnh9x	CSD 2254019: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fmqwp	CSD 2253293: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
